"","Year","State","Median.AQI","Days.with.AQI"
"15790",2002,"Indiana",51,175
"15791",2002,"Indiana",58,183
"15792",2002,"Indiana",21,360
"15793",2002,"Indiana",51,365
"15794",2002,"Indiana",17,363
"15795",2002,"Indiana",54,94
"15796",2002,"Indiana",49,365
"15797",2002,"Indiana",48,365
"15798",2002,"Indiana",36,362
"15799",2002,"Indiana",77,365
"15800",2002,"Indiana",19,59
"15801",2002,"Iowa",42,122
"15802",2002,"Iowa",42,209
"15803",2002,"Iowa",30,365
"15804",2002,"Iowa",35,365
"15805",2002,"Iowa",44,213
"15806",2002,"Iowa",41,121
"15807",2002,"Iowa",19,95
"15808",2002,"Iowa",52,365
"15809",2002,"Iowa",43,149
"15810",2002,"Iowa",36,365
"15811",2002,"Iowa",27,365
"15812",2002,"Iowa",42,365
"15813",2002,"Iowa",39,123
"15814",2002,"Iowa",53,365
"15815",2002,"Iowa",38,365
"15816",2002,"Iowa",4,365
"15817",2002,"Kansas",17,27
"15818",2002,"Kansas",15,58
"15819",2002,"Kansas",48,122
"15820",2002,"Kansas",17,58
"15821",2002,"Kansas",44,365
"15822",2002,"Kansas",43,122
"15823",2002,"Kansas",17,55
"15824",2002,"Kansas",42,364
"15825",2002,"Kansas",23,364
"15826",2002,"Kansas",45,363
"15827",2002,"Kentucky",49,264
"15828",2002,"Kentucky",43,245
"15829",2002,"Kentucky",47,365
"15830",2002,"Kentucky",42,364
"15831",2002,"Kentucky",45,364
"15832",2002,"Kentucky",46,281
"15833",2002,"Kentucky",49,279
"15834",2002,"Kentucky",43,365
"15835",2002,"Kentucky",41,364
"15836",2002,"Kentucky",43,365
"15837",2002,"Kentucky",37,365
"15838",2002,"Kentucky",43,365
"15839",2002,"Kentucky",46,280
"15840",2002,"Kentucky",48,324
"15841",2002,"Kentucky",68,365
"15842",2002,"Kentucky",42,244
"15843",2002,"Kentucky",40,364
"15844",2002,"Kentucky",49,115
"15845",2002,"Kentucky",18,59
"15846",2002,"Kentucky",39,363
"15847",2002,"Kentucky",40,363
"15848",2002,"Kentucky",44,244
"15849",2002,"Kentucky",45,252
"15850",2002,"Kentucky",41,364
"15851",2002,"Kentucky",41,265
"15852",2002,"Kentucky",43,245
"15853",2002,"Kentucky",42,360
"15854",2002,"Kentucky",44,364
"15855",2002,"Kentucky",41,362
"15856",2002,"Louisiana",32,350
"15857",2002,"Louisiana",41,365
"15858",2002,"Louisiana",40,363
"15859",2002,"Louisiana",44,365
"15860",2002,"Louisiana",53,365
"15861",2002,"Louisiana",40,365
"15862",2002,"Louisiana",43,365
"15863",2002,"Louisiana",37,353
"15864",2002,"Louisiana",39,351
"15865",2002,"Louisiana",41,365
"15866",2002,"Louisiana",43,364
"15867",2002,"Louisiana",37,365
"15868",2002,"Louisiana",34,360
"15869",2002,"Louisiana",39,121
"15870",2002,"Louisiana",40,361
"15871",2002,"Louisiana",32,363
"15872",2002,"Louisiana",31,360
"15873",2002,"Louisiana",33,361
"15874",2002,"Louisiana",40,121
"15875",2002,"Louisiana",38,122
"15876",2002,"Louisiana",53,362
"15877",2002,"Maine",10,345
"15878",2002,"Maine",34,365
"15879",2002,"Maine",37,365
"15880",2002,"Maine",37,365
"15881",2002,"Maine",31,268
"15882",2002,"Maine",37,195
"15883",2002,"Maine",20,364
"15884",2002,"Maine",34,363
"15885",2002,"Maine",15,120
"15886",2002,"Maine",33,365
"15887",2002,"Maryland",52,365
"15888",2002,"Maryland",56,365
"15889",2002,"Maryland",58,365
"15890",2002,"Maryland",47,213
"15891",2002,"Maryland",46,258
"15892",2002,"Maryland",50,207
"15893",2002,"Maryland",41,362
"15894",2002,"Maryland",47,213
"15895",2002,"Maryland",42,363
"15896",2002,"Maryland",47,214
"15897",2002,"Maryland",49,241
"15898",2002,"Maryland",44,365
"15899",2002,"Maryland",49,257
"15900",2002,"Massachusetts",40,298
"15901",2002,"Massachusetts",42,208
"15902",2002,"Massachusetts",39,363
"15903",2002,"Massachusetts",39,365
"15904",2002,"Massachusetts",50,365
"15905",2002,"Massachusetts",38,365
"15906",2002,"Massachusetts",29,364
"15907",2002,"Massachusetts",48,240
"15908",2002,"Massachusetts",39,111
"15909",2002,"Massachusetts",55,365
"15910",2002,"Massachusetts",45,365
"15911",2002,"Michigan",47,363
"15912",2002,"Michigan",42,105
"15913",2002,"Michigan",44,183
"15914",2002,"Michigan",47,241
"15915",2002,"Michigan",54,164
"15916",2002,"Michigan",42,182
"15917",2002,"Michigan",37,347
"15918",2002,"Michigan",42,183
"15919",2002,"Michigan",45,241
"15920",2002,"Michigan",49,242
"15921",2002,"Michigan",49,365
"15922",2002,"Michigan",13,114
"15923",2002,"Michigan",46,179
"15924",2002,"Michigan",37,365
"15925",2002,"Michigan",43,183
"15926",2002,"Michigan",34,342
"15927",2002,"Michigan",55,114
"15928",2002,"Michigan",44,240
"15929",2002,"Michigan",33,364
"15930",2002,"Michigan",45,237
"15931",2002,"Michigan",31,361
"15932",2002,"Michigan",46,365
"15933",2002,"Michigan",32,356
"15934",2002,"Michigan",41,365
"15935",2002,"Michigan",64,365
"15936",2002,"Michigan",35,353
"15937",2002,"Minnesota",18,364
"15938",2002,"Minnesota",15,365
"15939",2002,"Minnesota",35,365
"15940",2002,"Minnesota",43,365
"15941",2002,"Minnesota",34,221
"15942",2002,"Minnesota",40,235
"15943",2002,"Minnesota",45,106
"15944",2002,"Minnesota",49,365
"15945",2002,"Minnesota",33,365
"15946",2002,"Minnesota",40,186
"15947",2002,"Minnesota",13,356
"15948",2002,"Minnesota",24,365
"15949",2002,"Minnesota",33,49
"15950",2002,"Mississippi",41,281
"15951",2002,"Mississippi",41,300
"15952",2002,"Mississippi",52,118
"15953",2002,"Mississippi",36,356
"15954",2002,"Mississippi",46,360
"15955",2002,"Mississippi",48,365
"15956",2002,"Mississippi",38,360
"15957",2002,"Mississippi",42,271
"15958",2002,"Mississippi",44,286
"15959",2002,"Mississippi",38,355
"15960",2002,"Missouri",48,87
"15961",2002,"Missouri",16,350
"15962",2002,"Missouri",48,263
"15963",2002,"Missouri",46,265
"15964",2002,"Missouri",53,364
"15965",2002,"Missouri",52,365
"15966",2002,"Missouri",37,365
"15967",2002,"Missouri",49,365
"15968",2002,"Missouri",39,344
"15969",2002,"Missouri",51,365
"15970",2002,"Missouri",40,362
"15971",2002,"Missouri",42,354
"15972",2002,"Missouri",54,365
"15973",2002,"Missouri",44,305
"15974",2002,"Missouri",65,365
"15975",2002,"Missouri",48,125
"15976",2002,"Missouri",35,122
"15977",2002,"Montana",22,364
"15978",2002,"Montana",11,107
"15979",2002,"Montana",35,365
"15980",2002,"Montana",6,364
"15981",2002,"Montana",20,357
"15982",2002,"Montana",19,348
"15983",2002,"Montana",26,362
"15984",2002,"Montana",32,365
"15985",2002,"Montana",10,114
"15986",2002,"Montana",16,335
"15987",2002,"Montana",15,76
"15988",2002,"Montana",22,365
"15989",2002,"Montana",24,122
"15990",2002,"Montana",13,118
"15991",2002,"Montana",18,362
"15992",2002,"Montana",60,365
"15993",2002,"Nebraska",29,351
"15994",2002,"Nebraska",45,365
"15995",2002,"Nebraska",25,114
"15996",2002,"Nebraska",31,365
"15997",2002,"Nebraska",37,115
"15998",2002,"Nebraska",21,106
"15999",2002,"Nebraska",11,51
"16000",2002,"Nebraska",33,94
"16001",2002,"Nevada",36,364
"16002",2002,"Nevada",71,365
"16003",2002,"Nevada",46,364
"16004",2002,"Nevada",18,322
"16005",2002,"Nevada",46,365
"16006",2002,"Nevada",41,315
"16007",2002,"New Hampshire",40,211
"16008",2002,"New Hampshire",33,360
"16009",2002,"New Hampshire",34,309
"16010",2002,"New Hampshire",34,364
"16011",2002,"New Hampshire",39,365
"16012",2002,"New Hampshire",40,365
"16013",2002,"New Hampshire",41,365
"16014",2002,"New Jersey",38,364
"16015",2002,"New Jersey",42,365
"16016",2002,"New Jersey",47,365
"16017",2002,"New Jersey",36,365
"16018",2002,"New Jersey",49,365
"16019",2002,"New Jersey",39,363
"16020",2002,"New Jersey",46,365
"16021",2002,"New Jersey",35,361
"16022",2002,"New Jersey",41,365
"16023",2002,"New Jersey",42,365
"16024",2002,"New Jersey",32,362
"16025",2002,"New Jersey",42,365
"16026",2002,"New Jersey",45,284
"16027",2002,"New Jersey",44,267
"16028",2002,"New Jersey",56,365
"16029",2002,"New Jersey",45,118
"16030",2002,"New Mexico",55,365
"16031",2002,"New Mexico",13,112
"16032",2002,"New Mexico",25,124
"16033",2002,"New Mexico",59,364
"16034",2002,"New Mexico",42,365
"16035",2002,"New Mexico",25,118
"16036",2002,"New Mexico",13,111
"16037",2002,"New Mexico",13,115
"16038",2002,"New Mexico",15,59
"16039",2002,"New Mexico",11,96
"16040",2002,"New Mexico",49,365
"16041",2002,"New Mexico",48,365
"16042",2002,"New Mexico",9,355
"16043",2002,"New Mexico",15,108
"16044",2002,"New Mexico",19,319
"16045",2002,"New Mexico",43,354
"16046",2002,"New York",36,364
"16047",2002,"New York",55,365
"16048",2002,"New York",52,365
"16049",2002,"New York",37,312
"16050",2002,"New York",58,365
"16051",2002,"New York",42,365
"16052",2002,"New York",35,362
"16053",2002,"New York",45,230
"16054",2002,"New York",19,361
"16055",2002,"New York",41,365
"16056",2002,"New York",37,362
"16057",2002,"New York",51,365
"16058",2002,"New York",38,365
"16059",2002,"New York",40,290
"16060",2002,"New York",35,365
"16061",2002,"New York",42,250
"16062",2002,"New York",28,35
"16063",2002,"New York",29,359
"16064",2002,"New York",50,365
"16065",2002,"New York",44,265
"16066",2002,"New York",35,267
"16067",2002,"New York",28,88
"16068",2002,"New York",35,343
"16069",2002,"New York",42,365
"16070",2002,"New York",37,361
"16071",2002,"New York",34,289
"16072",2002,"New York",36,350
"16073",2002,"North Carolina",54,214
"16074",2002,"North Carolina",45,359
"16075",2002,"North Carolina",6,360
"16076",2002,"North Carolina",48,260
"16077",2002,"North Carolina",49,214
"16078",2002,"North Carolina",38,364
"16079",2002,"North Carolina",51,260
"16080",2002,"North Carolina",57,120
"16081",2002,"North Carolina",44,365
"16082",2002,"North Carolina",55,115
"16083",2002,"North Carolina",54,349
"16084",2002,"North Carolina",51,265
"16085",2002,"North Carolina",58,365
"16086",2002,"North Carolina",51,209
"16087",2002,"North Carolina",54,365
"16088",2002,"North Carolina",58,264
"16089",2002,"North Carolina",30,115
"16090",2002,"North Carolina",54,216
"16091",2002,"North Carolina",54,212
"16092",2002,"North Carolina",46,260
"16093",2002,"North Carolina",50,214
"16094",2002,"North Carolina",36,362
"16095",2002,"North Carolina",47,211
"16096",2002,"North Carolina",58,363
"16097",2002,"North Carolina",52,120
"16098",2002,"North Carolina",42,362
"16099",2002,"North Carolina",50,365
"16100",2002,"North Carolina",47,211
"16101",2002,"North Carolina",51,214
"16102",2002,"North Carolina",48,263
"16103",2002,"North Carolina",51,214
"16104",2002,"North Carolina",64,214
"16105",2002,"North Carolina",45,260
"16106",2002,"North Carolina",54,214
"16107",2002,"North Carolina",54,365
"16108",2002,"North Carolina",58,203
"16109",2002,"North Dakota",35,365
"16110",2002,"North Dakota",14,364
"16111",2002,"North Dakota",25,120
"16112",2002,"North Dakota",33,358
"16113",2002,"North Dakota",34,365
"16114",2002,"North Dakota",36,365
"16115",2002,"North Dakota",34,365
"16116",2002,"North Dakota",32,365
"16117",2002,"North Dakota",11,364
"16118",2002,"Ohio",23,364
"16119",2002,"Ohio",33,365
"16120",2002,"Ohio",37,365
"16121",2002,"Ohio",46,112
"16122",2002,"Ohio",36,356
"16123",2002,"Ohio",60,365
"16124",2002,"Ohio",46,365
"16125",2002,"Ohio",42,365
"16126",2002,"Ohio",51,207
"16127",2002,"Ohio",26,357
"16128",2002,"Ohio",64,365
"16129",2002,"Ohio",48,213
"16130",2002,"Ohio",36,356
"16131",2002,"Ohio",61,365
"16132",2002,"Ohio",27,350
"16133",2002,"Ohio",50,213
"16134",2002,"Ohio",46,239
"16135",2002,"Ohio",65,365
"16136",2002,"Ohio",23,45
"16137",2002,"Ohio",66,365
"16138",2002,"Ohio",49,209
"16139",2002,"Ohio",57,365
"16140",2002,"Ohio",45,364
"16141",2002,"Ohio",45,237
"16142",2002,"Ohio",43,365
"16143",2002,"Ohio",60,365
"16144",2002,"Ohio",51,214
"16145",2002,"Ohio",55,365
"16146",2002,"Ohio",44,214
"16147",2002,"Ohio",51,210
"16148",2002,"Ohio",57,365
"16149",2002,"Ohio",21,349
"16150",2002,"Ohio",36,254
"16151",2002,"Ohio",47,250
"16152",2002,"Ohio",49,249
"16153",2002,"Ohio",27,365
"16154",2002,"Ohio",47,365
"16155",2002,"Ohio",67,365
"16156",2002,"Ohio",53,358
"16157",2002,"Ohio",48,214
"16158",2002,"Ohio",44,283
"16159",2002,"Ohio",44,213
"16160",2002,"Oklahoma",40,179
"16161",2002,"Oklahoma",38,363
"16162",2002,"Oklahoma",44,302
"16163",2002,"Oklahoma",37,359
"16164",2002,"Oklahoma",38,365
"16165",2002,"Oklahoma",33,166
"16166",2002,"Oklahoma",34,120
"16167",2002,"Oklahoma",44,365
"16168",2002,"Oklahoma",45,120
"16169",2002,"Oklahoma",32,365
"16170",2002,"Oklahoma",49,365
"16171",2002,"Oklahoma",16,347
"16172",2002,"Oklahoma",39,362
"16173",2002,"Oklahoma",39,235
"16174",2002,"Oklahoma",56,365
"16175",2002,"Oregon",23,116
"16176",2002,"Oregon",29,224
"16177",2002,"Oregon",31,215
"16178",2002,"Oregon",25,355
"16179",2002,"Oregon",29,61
"16180",2002,"Oregon",51,365
"16181",2002,"Oregon",28,243
"16182",2002,"Oregon",32,360
"16183",2002,"Oregon",23,357
"16184",2002,"Oregon",50,365
"16185",2002,"Oregon",36,175
"16186",2002,"Oregon",31,338
"16187",2002,"Oregon",33,365
"16188",2002,"Oregon",25,321
"16189",2002,"Oregon",23,343
"16190",2002,"Oregon",13,112
"16191",2002,"Oregon",27,59
"16192",2002,"Oregon",28,122
"16193",2002,"Pennsylvania",51,365
"16194",2002,"Pennsylvania",71,365
"16195",2002,"Pennsylvania",45,212
"16196",2002,"Pennsylvania",79,365
"16197",2002,"Pennsylvania",45,365
"16198",2002,"Pennsylvania",43,365
"16199",2002,"Pennsylvania",42,365
"16200",2002,"Pennsylvania",44,365
"16201",2002,"Pennsylvania",48,365
"16202",2002,"Pennsylvania",58,261
"16203",2002,"Pennsylvania",44,194
"16204",2002,"Pennsylvania",52,347
"16205",2002,"Pennsylvania",54,365
"16206",2002,"Pennsylvania",46,365
"16207",2002,"Pennsylvania",37,356
"16208",2002,"Pennsylvania",52,365
"16209",2002,"Pennsylvania",67,203
"16210",2002,"Pennsylvania",54,215
"16211",2002,"Pennsylvania",48,365
"16212",2002,"Pennsylvania",43,365
"16213",2002,"Pennsylvania",41,365
"16214",2002,"Pennsylvania",51,365
"16215",2002,"Pennsylvania",47,365
"16216",2002,"Pennsylvania",35,361
"16217",2002,"Pennsylvania",52,365
"16218",2002,"Pennsylvania",41,365
"16219",2002,"Pennsylvania",53,365
"16220",2002,"Pennsylvania",57,365
"16221",2002,"Pennsylvania",36,359
"16222",2002,"Pennsylvania",47,213
"16223",2002,"Pennsylvania",40,365
"16224",2002,"Pennsylvania",63,365
"16225",2002,"Pennsylvania",45,365
"16226",2002,"Pennsylvania",47,365
"16227",2002,"Puerto Rico",29,365
"16228",2002,"Puerto Rico",40,365
"16229",2002,"Puerto Rico",21,360
"16230",2002,"Puerto Rico",3,359
"16231",2002,"Puerto Rico",39,359
"16232",2002,"Puerto Rico",29,96
"16233",2002,"Puerto Rico",30,115
"16234",2002,"Puerto Rico",38,365
"16235",2002,"Rhode Island",41,234
"16236",2002,"Rhode Island",45,365
"16237",2002,"Rhode Island",45,241
"16238",2002,"South Carolina",39,353
"16239",2002,"South Carolina",48,234
"16240",2002,"South Carolina",35,363
"16241",2002,"South Carolina",49,365
"16242",2002,"South Carolina",45,308
"16243",2002,"South Carolina",38,349
"16244",2002,"South Carolina",40,362
"16245",2002,"South Carolina",45,110
"16246",2002,"South Carolina",55,365
"16247",2002,"South Carolina",44,115
"16248",2002,"South Carolina",41,365
"16249",2002,"South Carolina",44,353
"16250",2002,"South Carolina",57,365
"16251",2002,"South Carolina",53,358
"16252",2002,"South Carolina",46,249
"16253",2002,"South Dakota",30,132
"16254",2002,"South Dakota",29,122
"16255",2002,"South Dakota",11,120
"16256",2002,"South Dakota",19,124
"16257",2002,"South Dakota",23,126
"16258",2002,"South Dakota",27,365
"16259",2002,"South Dakota",44,347
"16260",2002,"Tennessee",41,365
"16261",2002,"Tennessee",72,365
"16262",2002,"Tennessee",40,361
"16263",2002,"Tennessee",55,365
"16264",2002,"Tennessee",38,360
"16265",2002,"Tennessee",40,116
"16266",2002,"Tennessee",54,287
"16267",2002,"Tennessee",48,243
"16268",2002,"Tennessee",60,365
"16269",2002,"Tennessee",44,284
"16270",2002,"Tennessee",42,131
"16271",2002,"Tennessee",42,115
"16272",2002,"Tennessee",36,359
"16273",2002,"Tennessee",19,365
"16274",2002,"Tennessee",50,272
"16275",2002,"Tennessee",9,363
"16276",2002,"Tennessee",51,362
"16277",2002,"Tennessee",58,365
"16278",2002,"Tennessee",76,365
"16279",2002,"Tennessee",45,365
"16280",2002,"Tennessee",47,245
"16281",2002,"Tennessee",46,239
"16282",2002,"Texas",47,365
"16283",2002,"Texas",50,122
"16284",2002,"Texas",37,365
"16285",2002,"Texas",40,359
"16286",2002,"Texas",41,364
"16287",2002,"Texas",41,365
"16288",2002,"Texas",18,118
"16289",2002,"Texas",55,365
"16290",2002,"Texas",38,355
"16291",2002,"Texas",30,123
"16292",2002,"Texas",64,365
"16293",2002,"Texas",40,365
"16294",2002,"Texas",43,365
"16295",2002,"Texas",41,365
"16296",2002,"Texas",58,365
"16297",2002,"Texas",44,365
"16298",2002,"Texas",40,365
"16299",2002,"Texas",36,364
"16300",2002,"Texas",56,365
"16301",2002,"Texas",38,364
"16302",2002,"Texas",35,363
"16303",2002,"Texas",28,117
"16304",2002,"Texas",37,140
"16305",2002,"Texas",40,362
"16306",2002,"Texas",40,365
"16307",2002,"Texas",40,365
"16308",2002,"Texas",38,361
"16309",2002,"Texas",21,131
"16310",2002,"Texas",35,365
"16311",2002,"Texas",40,364
"16312",2002,"Texas",53,365
"16313",2002,"Texas",46,365
"16314",2002,"Texas",32,353
"16315",2002,"Texas",35,365
"16316",2002,"Utah",58,224
"16317",2002,"Utah",46,345
"16318",2002,"Utah",45,365
"16319",2002,"Utah",11,15
"16320",2002,"Utah",8,103
"16321",2002,"Utah",58,365
"16322",2002,"Utah",48,355
"16323",2002,"Utah",26,120
"16324",2002,"Utah",6,59
"16325",2002,"Utah",54,365
"16326",2002,"Utah",13,103
"16327",2002,"Utah",10,78
"16328",2002,"Utah",51,365
"16329",2002,"Vermont",38,301
"16330",2002,"Vermont",38,363
"16331",2002,"Vermont",25,361
"16332",2002,"Virgin Islands",26,365
"16333",2002,"Virgin Islands",26,317
"16334",2002,"Virgin Islands",24,48
"16335",2002,"Virginia",45,365
"16336",2002,"Virginia",53,119
"16337",2002,"Virginia",38,303
"16338",2002,"Virginia",15,57
"16339",2002,"Virginia",48,360
"16340",2002,"Virginia",51,258
"16341",2002,"Virginia",53,365
"16342",2002,"Virginia",45,208
"16343",2002,"Virginia",47,214
"16344",2002,"Virginia",41,362
"16345",2002,"Virginia",42,364
"16346",2002,"Virginia",54,213
"16347",2002,"Virginia",54,257
"16348",2002,"Virginia",43,363
"16349",2002,"Virginia",52,107
"16350",2002,"Virginia",44,361
"16351",2002,"Virginia",40,365
"16352",2002,"Virginia",39,360
"16353",2002,"Virginia",34,360
"16354",2002,"Virginia",53,365
"16355",2002,"Virginia",37,365
"16356",2002,"Virginia",14,365
"16357",2002,"Virginia",46,263
"16358",2002,"Virginia",7,365
"16359",2002,"Virginia",53,119
"16360",2002,"Virginia",49,214
"16361",2002,"Virginia",48,214
"16362",2002,"Virginia",46,113
"16363",2002,"Virginia",15,58
"16364",2002,"Virginia",48,214
"16365",2002,"Washington",25,122
"16366",2002,"Washington",20,60
"16367",2002,"Washington",23,358
"16368",2002,"Washington",17,76
"16369",2002,"Washington",23,365
"16370",2002,"Washington",35,363
"16371",2002,"Washington",33,23
"16372",2002,"Washington",33,131
"16373",2002,"Washington",44,92
"16374",2002,"Washington",48,365
"16375",2002,"Washington",31,54
"16376",2002,"Washington",16,124
"16377",2002,"Washington",37,208
"16378",2002,"Washington",25,159
"16379",2002,"Washington",32,168
"16380",2002,"Washington",17,157
"16381",2002,"Washington",47,365
"16382",2002,"Washington",25,353
"16383",2002,"Washington",39,365
"16384",2002,"Washington",46,365
"16385",2002,"Washington",53,178
"16386",2002,"Washington",36,365
"16387",2002,"Washington",31,187
"16388",2002,"Washington",33,282
"16389",2002,"Washington",27,122
"16390",2002,"Washington",22,249
"16391",2002,"West Virginia",49,260
"16392",2002,"West Virginia",61,365
"16393",2002,"West Virginia",42,365
"16394",2002,"West Virginia",33,358
"16395",2002,"West Virginia",45,212
"16396",2002,"West Virginia",101,365
"16397",2002,"West Virginia",49,115
"16398",2002,"West Virginia",48,365
"16399",2002,"West Virginia",54,114
"16400",2002,"West Virginia",58,361
"16401",2002,"West Virginia",44,364
"16402",2002,"West Virginia",49,365
"16403",2002,"West Virginia",38,363
"16404",2002,"West Virginia",53,365
"16405",2002,"Wisconsin",15,58
"16406",2002,"Wisconsin",34,353
"16407",2002,"Wisconsin",44,182
"16408",2002,"Wisconsin",44,251
"16409",2002,"Wisconsin",40,359
"16410",2002,"Wisconsin",39,240
"16411",2002,"Wisconsin",13,49
"16412",2002,"Wisconsin",43,184
"16413",2002,"Wisconsin",10,28
"16414",2002,"Wisconsin",40,116
"16415",2002,"Wisconsin",46,244
"16416",2002,"Wisconsin",46,245
"16417",2002,"Wisconsin",42,183
"16418",2002,"Wisconsin",42,246
"16419",2002,"Wisconsin",42,182
"16420",2002,"Wisconsin",44,365
"16421",2002,"Wisconsin",30,365
"16422",2002,"Wisconsin",39,245
"16423",2002,"Wisconsin",42,244
"16424",2002,"Wisconsin",21,361
"16425",2002,"Wisconsin",46,246
"16426",2002,"Wisconsin",37,260
"16427",2002,"Wisconsin",44,184
"16428",2002,"Wisconsin",36,339
"16429",2002,"Wisconsin",32,276
"16430",2002,"Wisconsin",46,177
"16431",2002,"Wisconsin",45,365
"16432",2002,"Wyoming",50,361
"16433",2002,"Wyoming",51,365
"16434",2002,"Wyoming",22,67
"16435",2002,"Wyoming",26,125
"16436",2002,"Wyoming",26,122
"16437",2002,"Wyoming",8,63
"16438",2002,"Wyoming",17,115
"16439",2002,"Wyoming",16,358
"16440",2002,"Wyoming",13,54
"16441",2002,"Wyoming",11,112
"16442",2002,"Wyoming",19,61
"16443",2002,"Wyoming",31,242
"16444",2002,"Wyoming",44,361
"16445",2002,"Wyoming",25,365
"16446",2002,"Wyoming",45,364
"16447",2003,"Alabama",41,278
"16448",2003,"Alabama",44,274
"16449",2003,"Alabama",44,361
"16450",2003,"Alabama",42,240
"16451",2003,"Alabama",47,121
"16452",2003,"Alabama",47,284
"16453",2003,"Alabama",71,365
"16454",2003,"Alabama",44,273
"16455",2003,"Alabama",44,365
"16456",2003,"Alabama",40,365
"16457",2003,"Alabama",45,284
"16458",2003,"Alabama",48,284
"16459",2003,"Alabama",19,48
"16460",2003,"Alabama",43,280
"16461",2003,"Alabama",47,282
"16462",2003,"Alabama",39,281
"16463",2003,"Alabama",41,279
"16464",2003,"Alaska",10,120
"16465",2003,"Alaska",24,310
"16466",2003,"Alaska",33,364
"16467",2003,"Alaska",23,229
"16468",2003,"Alaska",20,82
"16469",2003,"Alaska",5,113
"16470",2003,"Alaska",10,121
"16471",2003,"Arizona",19,352
"16472",2003,"Arizona",49,351
"16473",2003,"Arizona",48,359
"16474",2003,"Arizona",87,365
"16475",2003,"Arizona",74,365
"16476",2003,"Arizona",20,103
"16477",2003,"Arizona",48,354
"16478",2003,"Arizona",52,365
"16479",2003,"Arizona",58,365
"16480",2003,"Arizona",43,61
"16481",2003,"Arizona",49,263
"16482",2003,"Arizona",44,225
"16483",2003,"Arkansas",50,114
"16484",2003,"Arkansas",49,117
"16485",2003,"Arkansas",35,282
"16486",2003,"Arkansas",42,363
"16487",2003,"Arkansas",46,114
"16488",2003,"Arkansas",44,362
"16489",2003,"Arkansas",43,121
"16490",2003,"Arkansas",56,365
"16491",2003,"Arkansas",10,364
"16492",2003,"Arkansas",40,113
"16493",2003,"California",39,365
"16494",2003,"California",41,364
"16495",2003,"California",58,365
"16496",2003,"California",45,363
"16497",2003,"California",38,365
"16498",2003,"California",44,365
"16499",2003,"California",12,148
"16500",2003,"California",54,365
"16501",2003,"California",107,365
"16502",2003,"California",40,365
"16503",2003,"California",26,64
"16504",2003,"California",61,365
"16505",2003,"California",51,365
"16506",2003,"California",118,365
"16507",2003,"California",56,364
"16508",2003,"California",37,363
"16509",2003,"California",95,365
"16510",2003,"California",46,364
"16511",2003,"California",28,365
"16512",2003,"California",55,365
"16513",2003,"California",33,365
"16514",2003,"California",71,364
"16515",2003,"California",48,314
"16516",2003,"California",36,365
"16517",2003,"California",31,365
"16518",2003,"California",58,365
"16519",2003,"California",63,365
"16520",2003,"California",50,365
"16521",2003,"California",41,355
"16522",2003,"California",97,365
"16523",2003,"California",67,365
"16524",2003,"California",43,365
"16525",2003,"California",91,365
"16526",2003,"California",68,365
"16527",2003,"California",37,365
"16528",2003,"California",44,365
"16529",2003,"California",50,365
"16530",2003,"California",33,365
"16531",2003,"California",49,365
"16532",2003,"California",47,365
"16533",2003,"California",35,365
"16534",2003,"California",43,364
"16535",2003,"California",39,291
"16536",2003,"California",38,365
"16537",2003,"California",37,365
"16538",2003,"California",49,365
"16539",2003,"California",42,365
"16540",2003,"California",46,278
"16541",2003,"California",13,125
"16542",2003,"California",101,365
"16543",2003,"California",44,365
"16544",2003,"California",54,365
"16545",2003,"California",44,365
"16546",2003,"Colorado",48,364
"16547",2003,"Colorado",23,364
"16548",2003,"Colorado",44,354
"16549",2003,"Colorado",22,353
"16550",2003,"Colorado",42,365
"16551",2003,"Colorado",26,63
"16552",2003,"Colorado",54,365
"16553",2003,"Colorado",50,198
"16554",2003,"Colorado",44,365
"16555",2003,"Colorado",13,58
"16556",2003,"Colorado",17,89
"16557",2003,"Colorado",48,364
"16558",2003,"Colorado",8,113
"16559",2003,"Colorado",44,365
"16560",2003,"Colorado",39,364
"16561",2003,"Colorado",50,365
"16562",2003,"Colorado",25,357
"16563",2003,"Colorado",46,357
"16564",2003,"Colorado",17,364
"16565",2003,"Colorado",24,363
"16566",2003,"Colorado",30,128
"16567",2003,"Colorado",19,351
"16568",2003,"Colorado",9,117
"16569",2003,"Colorado",20,119
"16570",2003,"Colorado",45,360
"16571",2003,"Connecticut",44,365
"16572",2003,"Connecticut",46,365
"16573",2003,"Connecticut",44,243
"16574",2003,"Connecticut",43,179
"16575",2003,"Connecticut",59,365
"16576",2003,"Connecticut",43,237
"16577",2003,"Connecticut",43,183
"16578",2003,"Connecticut",35,363
"16579",2003,"Country Of Mexico",90,365
"16580",2003,"Country Of Mexico",52,61
"16581",2003,"Delaware",44,274
"16582",2003,"Delaware",67,365
"16583",2003,"Delaware",45,270
"16584",2003,"District Of Columbia",58,365
"16585",2003,"Florida",37,365
"16586",2003,"Florida",33,359
"16587",2003,"Florida",38,359
"16588",2003,"Florida",36,365
"16589",2003,"Florida",39,365
"16590",2003,"Florida",33,116
"16591",2003,"Florida",32,335
"16592",2003,"Florida",34,364
"16593",2003,"Florida",46,365
"16594",2003,"Florida",50,365
"16595",2003,"Florida",15,365
"16596",2003,"Florida",36,359
"16597",2003,"Florida",58,365
"16598",2003,"Florida",34,353
"16599",2003,"Florida",38,347
