"","Year","State","levels","days"
"7011",2002,"Colorado","Hazardous Days",0
"7012",2002,"Colorado","Unhealthy Days",16
"7013",2002,"Colorado","Very Unhealthy Days",0
"7014",2002,"Colorado","Unhealthy for Sensitive Days",183
"7015",2002,"Connecticut","Good Days",1380
"7016",2002,"Connecticut","Moderate Days",631
"7017",2002,"Connecticut","Hazardous Days",0
"7018",2002,"Connecticut","Unhealthy Days",100
"7019",2002,"Connecticut","Very Unhealthy Days",29
"7020",2002,"Connecticut","Unhealthy for Sensitive Days",148
"7021",2002,"Country Of Mexico","Good Days",94
"7022",2002,"Country Of Mexico","Moderate Days",191
"7023",2002,"Country Of Mexico","Hazardous Days",4
"7024",2002,"Country Of Mexico","Unhealthy Days",33
"7025",2002,"Country Of Mexico","Very Unhealthy Days",24
"7026",2002,"Country Of Mexico","Unhealthy for Sensitive Days",80
"7027",2002,"Delaware","Good Days",363
"7028",2002,"Delaware","Moderate Days",389
"7029",2002,"Delaware","Hazardous Days",0
"7030",2002,"Delaware","Unhealthy Days",43
"7031",2002,"Delaware","Very Unhealthy Days",3
"7032",2002,"Delaware","Unhealthy for Sensitive Days",120
"7033",2002,"District Of Columbia","Good Days",111
"7034",2002,"District Of Columbia","Moderate Days",206
"7035",2002,"District Of Columbia","Hazardous Days",0
"7036",2002,"District Of Columbia","Unhealthy Days",13
"7037",2002,"District Of Columbia","Very Unhealthy Days",5
"7038",2002,"District Of Columbia","Unhealthy for Sensitive Days",30
"7039",2002,"Florida","Good Days",10209
"7040",2002,"Florida","Moderate Days",2286
"7041",2002,"Florida","Hazardous Days",0
"7042",2002,"Florida","Unhealthy Days",8
"7043",2002,"Florida","Very Unhealthy Days",0
"7044",2002,"Florida","Unhealthy for Sensitive Days",306
"7045",2002,"Georgia","Good Days",3735
"7046",2002,"Georgia","Moderate Days",1988
"7047",2002,"Georgia","Hazardous Days",0
"7048",2002,"Georgia","Unhealthy Days",106
"7049",2002,"Georgia","Very Unhealthy Days",11
"7050",2002,"Georgia","Unhealthy for Sensitive Days",364
"7051",2002,"Hawaii","Good Days",989
"7052",2002,"Hawaii","Moderate Days",20
"7053",2002,"Hawaii","Hazardous Days",0
"7054",2002,"Hawaii","Unhealthy Days",72
"7055",2002,"Hawaii","Very Unhealthy Days",1
"7056",2002,"Hawaii","Unhealthy for Sensitive Days",43
"7057",2002,"Idaho","Good Days",2846
"7058",2002,"Idaho","Moderate Days",750
"7059",2002,"Idaho","Hazardous Days",0
"7060",2002,"Idaho","Unhealthy Days",22
"7061",2002,"Idaho","Very Unhealthy Days",0
"7062",2002,"Idaho","Unhealthy for Sensitive Days",90
"7063",2002,"Illinois","Good Days",5766
"7064",2002,"Illinois","Moderate Days",2274
"7065",2002,"Illinois","Hazardous Days",0
"7066",2002,"Illinois","Unhealthy Days",126
"7067",2002,"Illinois","Very Unhealthy Days",10
"7068",2002,"Illinois","Unhealthy for Sensitive Days",597
"7069",2002,"Indiana","Good Days",4837
"7070",2002,"Indiana","Moderate Days",2906
"7071",2002,"Indiana","Hazardous Days",0
"7072",2002,"Indiana","Unhealthy Days",341
"7073",2002,"Indiana","Very Unhealthy Days",27
"7074",2002,"Indiana","Unhealthy for Sensitive Days",807
"7075",2002,"Iowa","Good Days",3024
"7076",2002,"Iowa","Moderate Days",1167
"7077",2002,"Iowa","Hazardous Days",0
"7078",2002,"Iowa","Unhealthy Days",5
"7079",2002,"Iowa","Very Unhealthy Days",0
"7080",2002,"Iowa","Unhealthy for Sensitive Days",121
"7081",2002,"Kansas","Good Days",1397
"7082",2002,"Kansas","Moderate Days",436
"7083",2002,"Kansas","Hazardous Days",0
"7084",2002,"Kansas","Unhealthy Days",4
"7085",2002,"Kansas","Very Unhealthy Days",0
"7086",2002,"Kansas","Unhealthy for Sensitive Days",61
"7087",2002,"Kentucky","Good Days",5702
"7088",2002,"Kentucky","Moderate Days",2353
"7089",2002,"Kentucky","Hazardous Days",0
"7090",2002,"Kentucky","Unhealthy Days",187
"7091",2002,"Kentucky","Very Unhealthy Days",4
"7092",2002,"Kentucky","Unhealthy for Sensitive Days",673
"7093",2002,"Louisiana","Good Days",5077
"7094",2002,"Louisiana","Moderate Days",1595
"7095",2002,"Louisiana","Hazardous Days",0
"7096",2002,"Louisiana","Unhealthy Days",7
"7097",2002,"Louisiana","Very Unhealthy Days",1
"7098",2002,"Louisiana","Unhealthy for Sensitive Days",187
"7099",2002,"Maine","Good Days",2771
"7100",2002,"Maine","Moderate Days",238
"7101",2002,"Maine","Hazardous Days",0
"7102",2002,"Maine","Unhealthy Days",36
"7103",2002,"Maine","Very Unhealthy Days",7
"7104",2002,"Maine","Unhealthy for Sensitive Days",63
"7105",2002,"Maryland","Good Days",2000
"7106",2002,"Maryland","Moderate Days",1197
"7107",2002,"Maryland","Hazardous Days",0
"7108",2002,"Maryland","Unhealthy Days",193
"7109",2002,"Maryland","Very Unhealthy Days",41
"7110",2002,"Maryland","Unhealthy for Sensitive Days",357
"7111",2002,"Massachusetts","Good Days",2203
"7112",2002,"Massachusetts","Moderate Days",915
"7113",2002,"Massachusetts","Hazardous Days",0
"7114",2002,"Massachusetts","Unhealthy Days",84
"7115",2002,"Massachusetts","Very Unhealthy Days",21
"7116",2002,"Massachusetts","Unhealthy for Sensitive Days",186
"7117",2002,"Michigan","Good Days",4445
"7118",2002,"Michigan","Moderate Days",1797
"7119",2002,"Michigan","Hazardous Days",0
"7120",2002,"Michigan","Unhealthy Days",194
"7121",2002,"Michigan","Very Unhealthy Days",11
"7122",2002,"Michigan","Unhealthy for Sensitive Days",472
"7123",2002,"Minnesota","Good Days",3012
"7124",2002,"Minnesota","Moderate Days",660
"7125",2002,"Minnesota","Hazardous Days",0
"7126",2002,"Minnesota","Unhealthy Days",2
"7127",2002,"Minnesota","Very Unhealthy Days",0
"7128",2002,"Minnesota","Unhealthy for Sensitive Days",33
"7129",2002,"Mississippi","Good Days",2125
"7130",2002,"Mississippi","Moderate Days",829
"7131",2002,"Mississippi","Hazardous Days",0
"7132",2002,"Mississippi","Unhealthy Days",14
"7133",2002,"Mississippi","Very Unhealthy Days",0
"7134",2002,"Mississippi","Unhealthy for Sensitive Days",84
"7135",2002,"Missouri","Good Days",2815
"7136",2002,"Missouri","Moderate Days",1787
"7137",2002,"Missouri","Hazardous Days",0
"7138",2002,"Missouri","Unhealthy Days",132
"7139",2002,"Missouri","Very Unhealthy Days",7
"7140",2002,"Missouri","Unhealthy for Sensitive Days",390
"7141",2002,"Montana","Good Days",3868
"7142",2002,"Montana","Moderate Days",550
"7143",2002,"Montana","Hazardous Days",0
"7144",2002,"Montana","Unhealthy Days",4
"7145",2002,"Montana","Very Unhealthy Days",0
"7146",2002,"Montana","Unhealthy for Sensitive Days",67
"7147",2002,"Nebraska","Good Days",1229
"7148",2002,"Nebraska","Moderate Days",330
"7149",2002,"Nebraska","Hazardous Days",0
"7150",2002,"Nebraska","Unhealthy Days",0
"7151",2002,"Nebraska","Very Unhealthy Days",0
"7152",2002,"Nebraska","Unhealthy for Sensitive Days",2
"7153",2002,"Nevada","Good Days",1411
"7154",2002,"Nevada","Moderate Days",582
"7155",2002,"Nevada","Hazardous Days",1
"7156",2002,"Nevada","Unhealthy Days",8
"7157",2002,"Nevada","Very Unhealthy Days",1
"7158",2002,"Nevada","Unhealthy for Sensitive Days",92
"7159",2002,"New Hampshire","Good Days",1769
"7160",2002,"New Hampshire","Moderate Days",426
"7161",2002,"New Hampshire","Hazardous Days",0
"7162",2002,"New Hampshire","Unhealthy Days",26
"7163",2002,"New Hampshire","Very Unhealthy Days",7
"7164",2002,"New Hampshire","Unhealthy for Sensitive Days",111
"7165",2002,"New Jersey","Good Days",3424
"7166",2002,"New Jersey","Moderate Days",1334
"7167",2002,"New Jersey","Hazardous Days",0
"7168",2002,"New Jersey","Unhealthy Days",234
"7169",2002,"New Jersey","Very Unhealthy Days",45
"7170",2002,"New Jersey","Unhealthy for Sensitive Days",367
"7171",2002,"New Mexico","Good Days",2698
"7172",2002,"New Mexico","Moderate Days",872
"7173",2002,"New Mexico","Hazardous Days",2
"7174",2002,"New Mexico","Unhealthy Days",6
"7175",2002,"New Mexico","Very Unhealthy Days",0
"7176",2002,"New Mexico","Unhealthy for Sensitive Days",117
"7177",2002,"New York","Good Days",5870
"7178",2002,"New York","Moderate Days",1953
"7179",2002,"New York","Hazardous Days",0
"7180",2002,"New York","Unhealthy Days",239
"7181",2002,"New York","Very Unhealthy Days",27
"7182",2002,"New York","Unhealthy for Sensitive Days",449
"7183",2002,"North Carolina","Good Days",5063
"7184",2002,"North Carolina","Moderate Days",3109
"7185",2002,"North Carolina","Hazardous Days",0
"7186",2002,"North Carolina","Unhealthy Days",343
"7187",2002,"North Carolina","Very Unhealthy Days",33
"7188",2002,"North Carolina","Unhealthy for Sensitive Days",858
"7189",2002,"North Dakota","Good Days",2791
"7190",2002,"North Dakota","Moderate Days",223
"7191",2002,"North Dakota","Hazardous Days",0
"7192",2002,"North Dakota","Unhealthy Days",0
"7193",2002,"North Dakota","Very Unhealthy Days",0
"7194",2002,"North Dakota","Unhealthy for Sensitive Days",17
"7195",2002,"Ohio","Good Days",6837
"7196",2002,"Ohio","Moderate Days",4088
"7197",2002,"Ohio","Hazardous Days",0
"7198",2002,"Ohio","Unhealthy Days",541
"7199",2002,"Ohio","Very Unhealthy Days",33
"7200",2002,"Ohio","Unhealthy for Sensitive Days",1136
"7201",2002,"Oklahoma","Good Days",3082
"7202",2002,"Oklahoma","Moderate Days",1107
"7203",2002,"Oklahoma","Hazardous Days",0
"7204",2002,"Oklahoma","Unhealthy Days",13
"7205",2002,"Oklahoma","Very Unhealthy Days",0
"7206",2002,"Oklahoma","Unhealthy for Sensitive Days",176
"7207",2002,"Oregon","Good Days",3446
"7208",2002,"Oregon","Moderate Days",916
"7209",2002,"Oregon","Hazardous Days",0
"7210",2002,"Oregon","Unhealthy Days",32
"7211",2002,"Oregon","Very Unhealthy Days",2
"7212",2002,"Oregon","Unhealthy for Sensitive Days",100
"7213",2002,"Pennsylvania","Good Days",6154
"7214",2002,"Pennsylvania","Moderate Days",3690
"7215",2002,"Pennsylvania","Hazardous Days",0
"7216",2002,"Pennsylvania","Unhealthy Days",461
"7217",2002,"Pennsylvania","Very Unhealthy Days",55
"7218",2002,"Pennsylvania","Unhealthy for Sensitive Days",1121
"7219",2002,"Puerto Rico","Good Days",2062
"7220",2002,"Puerto Rico","Moderate Days",302
"7221",2002,"Puerto Rico","Hazardous Days",0
"7222",2002,"Puerto Rico","Unhealthy Days",1
"7223",2002,"Puerto Rico","Very Unhealthy Days",0
"7224",2002,"Puerto Rico","Unhealthy for Sensitive Days",19
"7225",2002,"Rhode Island","Good Days",527
"7226",2002,"Rhode Island","Moderate Days",229
"7227",2002,"Rhode Island","Hazardous Days",0
"7228",2002,"Rhode Island","Unhealthy Days",27
"7229",2002,"Rhode Island","Very Unhealthy Days",4
"7230",2002,"Rhode Island","Unhealthy for Sensitive Days",53
"7231",2002,"South Carolina","Good Days",2750
"7232",2002,"South Carolina","Moderate Days",1478
"7233",2002,"South Carolina","Hazardous Days",0
"7234",2002,"South Carolina","Unhealthy Days",101
"7235",2002,"South Carolina","Very Unhealthy Days",1
"7236",2002,"South Carolina","Unhealthy for Sensitive Days",284
"7237",2002,"South Dakota","Good Days",1100
"7238",2002,"South Dakota","Moderate Days",229
"7239",2002,"South Dakota","Hazardous Days",0
"7240",2002,"South Dakota","Unhealthy Days",0
"7241",2002,"South Dakota","Very Unhealthy Days",0
"7242",2002,"South Dakota","Unhealthy for Sensitive Days",7
"7243",2002,"Tennessee","Good Days",3700
"7244",2002,"Tennessee","Moderate Days",2088
"7245",2002,"Tennessee","Hazardous Days",0
"7246",2002,"Tennessee","Unhealthy Days",201
"7247",2002,"Tennessee","Very Unhealthy Days",7
"7248",2002,"Tennessee","Unhealthy for Sensitive Days",661
"7249",2002,"Texas","Good Days",7536
"7250",2002,"Texas","Moderate Days",2637
"7251",2002,"Texas","Hazardous Days",2
"7252",2002,"Texas","Unhealthy Days",170
"7253",2002,"Texas","Very Unhealthy Days",30
"7254",2002,"Texas","Unhealthy for Sensitive Days",555
"7255",2002,"Utah","Good Days",1660
"7256",2002,"Utah","Moderate Days",969
"7257",2002,"Utah","Hazardous Days",0
"7258",2002,"Utah","Unhealthy Days",49
"7259",2002,"Utah","Very Unhealthy Days",0
"7260",2002,"Utah","Unhealthy for Sensitive Days",184
"7261",2002,"Vermont","Good Days",826
"7262",2002,"Vermont","Moderate Days",164
"7263",2002,"Vermont","Hazardous Days",0
"7264",2002,"Vermont","Unhealthy Days",9
"7265",2002,"Vermont","Very Unhealthy Days",0
"7266",2002,"Vermont","Unhealthy for Sensitive Days",26
"7267",2002,"Virgin Islands","Good Days",654
"7268",2002,"Virgin Islands","Moderate Days",61
"7269",2002,"Virgin Islands","Hazardous Days",0
"7270",2002,"Virgin Islands","Unhealthy Days",0
"7271",2002,"Virgin Islands","Very Unhealthy Days",0
"7272",2002,"Virgin Islands","Unhealthy for Sensitive Days",15
"7273",2002,"Virginia","Good Days",5050
"7274",2002,"Virginia","Moderate Days",2189
"7275",2002,"Virginia","Hazardous Days",0
"7276",2002,"Virginia","Unhealthy Days",163
"7277",2002,"Virginia","Very Unhealthy Days",28
"7278",2002,"Virginia","Unhealthy for Sensitive Days",586
"7279",2002,"Washington","Good Days",4316
"7280",2002,"Washington","Moderate Days",1262
"7281",2002,"Washington","Hazardous Days",0
"7282",2002,"Washington","Unhealthy Days",4
"7283",2002,"Washington","Very Unhealthy Days",0
"7284",2002,"Washington","Unhealthy for Sensitive Days",74
"7285",2002,"West Virginia","Good Days",2279
"7286",2002,"West Virginia","Moderate Days",1429
"7287",2002,"West Virginia","Hazardous Days",0
"7288",2002,"West Virginia","Unhealthy Days",104
"7289",2002,"West Virginia","Very Unhealthy Days",3
"7290",2002,"West Virginia","Unhealthy for Sensitive Days",522
"7291",2002,"Wisconsin","Good Days",4451
"7292",2002,"Wisconsin","Moderate Days",1479
"7293",2002,"Wisconsin","Hazardous Days",0
"7294",2002,"Wisconsin","Unhealthy Days",84
"7295",2002,"Wisconsin","Very Unhealthy Days",15
"7296",2002,"Wisconsin","Unhealthy for Sensitive Days",318
"7297",2002,"Wyoming","Good Days",2381
"7298",2002,"Wyoming","Moderate Days",706
"7299",2002,"Wyoming","Hazardous Days",0
"7300",2002,"Wyoming","Unhealthy Days",5
"7301",2002,"Wyoming","Very Unhealthy Days",1
"7302",2002,"Wyoming","Unhealthy for Sensitive Days",42
"7303",2003,"Alabama","Good Days",2870
"7304",2003,"Alabama","Moderate Days",1595
"7305",2003,"Alabama","Hazardous Days",0
"7306",2003,"Alabama","Unhealthy Days",14
"7307",2003,"Alabama","Very Unhealthy Days",0
"7308",2003,"Alabama","Unhealthy for Sensitive Days",185
"7309",2003,"Alaska","Good Days",1249
"7310",2003,"Alaska","Moderate Days",85
"7311",2003,"Alaska","Hazardous Days",1
"7312",2003,"Alaska","Unhealthy Days",1
"7313",2003,"Alaska","Very Unhealthy Days",0
"7314",2003,"Alaska","Unhealthy for Sensitive Days",3
"7315",2003,"Arizona","Good Days",1849
"7316",2003,"Arizona","Moderate Days",1339
"7317",2003,"Arizona","Hazardous Days",0
"7318",2003,"Arizona","Unhealthy Days",34
"7319",2003,"Arizona","Very Unhealthy Days",0
"7320",2003,"Arizona","Unhealthy for Sensitive Days",306
"7321",2003,"Arkansas","Good Days",1549
"7322",2003,"Arkansas","Moderate Days",716
"7323",2003,"Arkansas","Hazardous Days",0
"7324",2003,"Arkansas","Unhealthy Days",7
"7325",2003,"Arkansas","Very Unhealthy Days",1
"7326",2003,"Arkansas","Unhealthy for Sensitive Days",42
"7327",2003,"California","Good Days",10674
"7328",2003,"California","Moderate Days",4895
"7329",2003,"California","Hazardous Days",25
"7330",2003,"California","Unhealthy Days",755
"7331",2003,"California","Very Unhealthy Days",183
"7332",2003,"California","Unhealthy for Sensitive Days",1824
"7333",2003,"Colorado","Good Days",5374
"7334",2003,"Colorado","Moderate Days",1412
"7335",2003,"Colorado","Hazardous Days",0
"7336",2003,"Colorado","Unhealthy Days",28
"7337",2003,"Colorado","Very Unhealthy Days",5
"7338",2003,"Colorado","Unhealthy for Sensitive Days",206
"7339",2003,"Connecticut","Good Days",1474
"7340",2003,"Connecticut","Moderate Days",672
"7341",2003,"Connecticut","Hazardous Days",0
"7342",2003,"Connecticut","Unhealthy Days",27
"7343",2003,"Connecticut","Very Unhealthy Days",9
"7344",2003,"Connecticut","Unhealthy for Sensitive Days",118
"7345",2003,"Country Of Mexico","Good Days",79
"7346",2003,"Country Of Mexico","Moderate Days",197
"7347",2003,"Country Of Mexico","Hazardous Days",4
"7348",2003,"Country Of Mexico","Unhealthy Days",31
"7349",2003,"Country Of Mexico","Very Unhealthy Days",14
"7350",2003,"Country Of Mexico","Unhealthy for Sensitive Days",101
"7351",2003,"Delaware","Good Days",425
"7352",2003,"Delaware","Moderate Days",370
"7353",2003,"Delaware","Hazardous Days",0
"7354",2003,"Delaware","Unhealthy Days",9
"7355",2003,"Delaware","Very Unhealthy Days",4
"7356",2003,"Delaware","Unhealthy for Sensitive Days",101
"7357",2003,"District Of Columbia","Good Days",124
"7358",2003,"District Of Columbia","Moderate Days",216
"7359",2003,"District Of Columbia","Hazardous Days",0
"7360",2003,"District Of Columbia","Unhealthy Days",2
"7361",2003,"District Of Columbia","Very Unhealthy Days",2
"7362",2003,"District Of Columbia","Unhealthy for Sensitive Days",21
"7363",2003,"Florida","Good Days",10122
"7364",2003,"Florida","Moderate Days",2255
"7365",2003,"Florida","Hazardous Days",0
"7366",2003,"Florida","Unhealthy Days",24
"7367",2003,"Florida","Very Unhealthy Days",0
"7368",2003,"Florida","Unhealthy for Sensitive Days",383
"7369",2003,"Georgia","Good Days",3757
"7370",2003,"Georgia","Moderate Days",2315
"7371",2003,"Georgia","Hazardous Days",0
"7372",2003,"Georgia","Unhealthy Days",26
"7373",2003,"Georgia","Very Unhealthy Days",3
"7374",2003,"Georgia","Unhealthy for Sensitive Days",245
"7375",2003,"Hawaii","Good Days",978
"7376",2003,"Hawaii","Moderate Days",27
"7377",2003,"Hawaii","Hazardous Days",0
"7378",2003,"Hawaii","Unhealthy Days",99
"7379",2003,"Hawaii","Very Unhealthy Days",0
"7380",2003,"Hawaii","Unhealthy for Sensitive Days",35
"7381",2003,"Idaho","Good Days",2926
"7382",2003,"Idaho","Moderate Days",537
"7383",2003,"Idaho","Hazardous Days",0
"7384",2003,"Idaho","Unhealthy Days",24
"7385",2003,"Idaho","Very Unhealthy Days",0
"7386",2003,"Idaho","Unhealthy for Sensitive Days",68
"7387",2003,"Illinois","Good Days",6339
"7388",2003,"Illinois","Moderate Days",2060
"7389",2003,"Illinois","Hazardous Days",0
"7390",2003,"Illinois","Unhealthy Days",28
"7391",2003,"Illinois","Very Unhealthy Days",2
"7392",2003,"Illinois","Unhealthy for Sensitive Days",407
"7393",2003,"Indiana","Good Days",5309
"7394",2003,"Indiana","Moderate Days",2945
"7395",2003,"Indiana","Hazardous Days",0
"7396",2003,"Indiana","Unhealthy Days",121
"7397",2003,"Indiana","Very Unhealthy Days",1
"7398",2003,"Indiana","Unhealthy for Sensitive Days",661
